trainNo,trainName,fromStation,toStation
22438,Anand Vihar Terminal Prayagraj Humsafar Express,Anand Vihar Terminus,Prayagraj Junction
18428,Anand Vihar Terminal Puri Weekly Express,Anand Vihar Terminus,Puri
4070,Anand Vihar Terminal Rajgir AC Super Fast Special,Anand Vihar Terminus,Rajgir
14018,Anand Vihar Terminal Raxaul Sadbhavana Express,Anand Vihar Terminus,Raxaul Junction
14008,Anand Vihar Terminal Raxaul Sadbhavana Express,Anand Vihar Terminus,Raxaul Junction
14016,Anand Vihar Terminal Raxaul Sadbhavana Express,Anand Vihar Terminus,Raxaul Junction
12428,Anand Vihar Terminal Rewa Super Fast Express,Anand Vihar Terminus,Rewa
5578,Anand Vihar Terminal Saharsa Garib Rath Special,Anand Vihar Terminus,Saharsa Junction
15530,Anand Vihar Terminal Saharsa Jan Sadharan Express,Anand Vihar Terminus,Saharsa Junction
22858,Anand Vihar Terminal Santragachi Weekly Super Fast Express,Anand Vihar Terminus,Santragachi Junction
14014,Anand Vihar Terminal Sultanpur Sadbhavana Express,Anand Vihar Terminus,Sultanpur Junction
5530,Anand Viharterminal Darbhanga Chhath Puja Special,Anand Vihar Terminus,Darbhanga Junction
12315,Ananya Express,Kolkata,Udaipur City
63529,Andal Rampurhat Memu,Andal Junction,Rampur Hat Junction
63531,Andal Sainthia Memu,Andal Junction,Sainthia Junction
63533,Andal Sainthia Memu,Andal Junction,Sainthia Junction
63535,Andal Sainthia Memu,Andal Junction,Sainthia Junction
63537,Andal Sainthia Memu,Andal Junction,Sainthia Junction
16032,Andaman Express,Shri Mata Vaishno Devi Katra,Puratchi Thalaivar Dr. MGR Central
16031,Andaman Express,Puratchi Thalaivar Dr. MGR Central,Shri Mata Vaishno Devi Katra
20805,Andhra Pradesh Express,Visakhapatnam Junction,New Delhi
20806,Andhra Pradesh Express,New Delhi,Visakhapatnam Junction
12707,Andhra Pradesh Sampark Kranti Express,Tirupati,Hazrat Nizamuddin
12708,Andhra Pradesh Sampark Kranti Express,Hazrat Nizamuddin,Tirupati
12253,Anga Express,Sir Mokshagundam Visvesvaraya Terminal,Bhagalpur Junction
68421,Angul Puri Fast MEMU,Angul,Puri
8019,Angul Puri Rath Yatra MEMU Special,Angul,Puri
8433,Angul Puri Special,Angul,Puri
78818,Antagarh Durg DEMU,Antagarh,Durg Junction
78816,Antagarh Raipur DEMU,Antagarh,Raipur Junction
4772,Anupgarh Bathinda Express Special,Anupgarh,Bathinda Junction
59712,Anupgarh Suratgarh Passenger,Anupgarh,Suratgarh Junction
59714,Anupgarh Suratgarh Passenger,Anupgarh,Suratgarh Junction
59718,Anupgarh Suratgarh Passenger,Anupgarh,Suratgarh Junction
51756,Anuppur Chirimiri Passenger,Anuppur Junction,Chirimiri
68759,Anuppur Manendragarh MEMU,Anuppur Junction,Manendragarh
22631,Anuvrat AC Super Fast Express,Madurai Junction,Bikaner Junction
22632,Anuvrat AC Super Fast Express,Bikaner Junction,Madurai Junction
63229,Ara Banaras MEMU,Ara Junction,Banaras
3304,Ara Danapur Special,Ara Junction,Danapur
13288,Ara Durg South Bihar Express,Ara Junction,Durg Junction
3348,Ara Patna Garib Rath Special,Ara Junction,Patna Junction
63214,Ara Patna MEMU,Ara Junction,Patna Junction
63224,Ara Patna MEMU,Ara Junction,Patna Junction
3320,Ara Rajendra Nagar Terminal Special,Ara Junction,Rajendra Nagar Terminal (Patna)
18639,Ara Ranchi Express,Ara Junction,Ranchi Junction
63369,Ara Sasaram MEMU,Ara Junction,Sasaram Junction
63371,Ara Sasaram MEMU,Ara Junction,Sasaram Junction
63372,Ara Sasaram Memu,Sasaram Junction,Ara Junction
56003,Arakkonam - Chengalpattu Passenger,Tirunelveli Junction,Tiruchendur
56005,Arakkonam Chengulpattu Passenger,Ernakulam Junction,Kottayam
66016,Arakkonam Chennai Beach Fast MEMU,Arakkonam Junction,Chennai Central Suburban
66050,Arakkonam Chennai MEMU,Avadi,Chennai Central Suburban
66040,Arakkonam Chennai Memu,Nellore,Sullurupeta
7238,Arakkonam Chennai Special,Arakkonam Junction,Puratchi Thalaivar Dr. MGR Central
66010,Arakkonam Chennai Suburban Terminal Fast MEMU,Arakkonam Junction,Chennai Central Suburban
66008,Arakkonam Chennai Suburban Terminal MEMU,Arakkonam Junction,Chennai Central Suburban
66014,Arakkonam Chennai Suburban Terminal MEMU,Arakkonam Junction,Chennai Central Suburban
16085,Arakkonam Jolarpettai MEMU Express,Arakkonam Junction,Jolarpettai Junction
66001,Arakkonam Kadapa Passenger,Arakkonam Junction,Kadapa
66057,Arakkonam Katpadi MEMU,Arakkonam Junction,Katpadi Junction
66019,Arakkonam Salem MEMU,Villupuram Junction,Mayiladuturai Junction
16087,Arakkonam Salem MEMU Express,Arakkonam Junction,Salem Junction
66039,Arakkonam Tirupati Memu,Chennai Central Suburban,Sullurupeta
66049,Arakkonam Tiruttani MEMU,Arakkonam Junction,Tiruttani
66061,Arakkonam Vellore Cantonment Memu,Arakkonam Junction,Vellore Cantonment
66063,Arakkonam Vellore Cantonment Memu,Villupuram Junction,Puducherry
66059,Arakkonam Vellore Cantt MEMU,Arakkonam Junction,Vellore Cantonment
12885,Aranyak Express,Kolkata Shalimar,Bhojudih Junction
12886,Aranyak Express,Bhojudih Junction,Kolkata Shalimar
12507,Aronai Express,Trivandrum Central,Silchar
56224,Arsikere KSR Bengaluru Passenger,Arsikere Junction,KSR Bengaluru City Junction
56267,Arsikere Mysuru Passenger,Arsikere Junction,Mysuru City Junction
56265,Arsikere Mysuru Passenger,Arsikere Junction,Mysuru City Junction
7202,Arsikere Narasapur Summer Special,Arsikere Junction,Narasapur
16213,Arsikere SSS Hubballi Express,Arsikere Junction,Hubballi Junction
22411,Arunachal AC Super Fast Express,Naharlagun,Anand Vihar Terminus
22412,Arunachal AC Super Fast Express,Anand Vihar Terminus,Naharlagun
68046,Asansol Adra Memu,Asansol Junction,Adra Junction
68062,Asansol Adra MEMU,Asansol Junction,Adra Junction
68064,Asansol Adra MEMU,Asansol Junction,Adra Junction
68066,Asansol Adra MEMU,Asansol Junction,Adra Junction
68068,Asansol Adra MEMU,Asansol Junction,Adra Junction
68070,Asansol Adra MEMU,Asansol Junction,Adra Junction
19436,Asansol Ahmedabad Weekly Express,Asansol Junction,Ahmedabad Junction
68060,Asansol Barabhum MEMU,Asansol Junction,Barabhum
63506,Asansol Barddhaman MEMU,Asansol Junction,Barddhaman Junction
63508,Asansol Barddhaman MEMU,Asansol Junction,Barddhaman Junction
63512,Asansol Barddhaman MEMU,Asansol Junction,Barddhaman Junction
63514,Asansol Barddhaman MEMU,Asansol Junction,Barddhaman Junction
63516,Asansol Barddhaman MEMU,Asansol Junction,Barddhaman Junction
63518,Asansol Barddhaman MEMU,Asansol Junction,Barddhaman Junction
63522,Asansol Barddhaman MEMU,Asansol Junction,Barddhaman Junction
63524,Asansol Barddhaman MEMU,Asansol Junction,Barddhaman Junction
63526,Asansol Barddhaman MEMU,Asansol Junction,Barddhaman Junction
63555,Asansol Barkakana MEMU,Asansol Junction,Barkakana Junction
13506,Asansol Digha Express,Asansol Junction,Digha
63528,Asansol Durgapur MEMU,Asansol Junction,Durgapur
63545,Asansol Gaya MEMU,Andal Junction,Jasidih Junction
13545,Asansol Gaya MEMU Express,Asansol Junction,Gaya Junction
13509,Asansol Gonda Express,Asansol Junction,Gonda Junction
13507,Asansol Gorakhpur Express,Asansol Junction,Gorakhpur Junction
22330,Asansol Haldia Super Fast Express,Asansol Junction,Haldia
13513,Asansol Hatia Express,Asansol Junction,Hatia
63561,Asansol Jasidih MEMU,Asansol Junction,Jasidih Junction
63563,Asansol Jasidih MEMU,Asansol Junction,Jasidih Junction
63569,Asansol Jasidih MEMU,Asansol Junction,Jasidih Junction
68044,Asansol Kharagpur Memu,Rourkela Junction,Tatanagar Junction
18028,Asansol Kharagpur MEMU Express,Asansol Junction,Kharagpur Junction
1146,Asansol Mumbai CSMT Summer Special,Asansol Junction,Chhatrapati Shivaji Maharaj Terminus
12361,Asansol Mumbai CSMT Super Fast Express,Asansol Junction,Chhatrapati Shivaji Maharaj Terminus
63541,Asansol NSCB Junction Gomoh MEMU,Asansol Junction,Netaji Subhas Chandra Bose Junction
63543,Asansol NSCB Junction Gomoh MEMU,Asansol Junction,Netaji Subhas Chandra Bose Junction
9206,Asansol Porbandar Summer Special,Asansol Junction,Porbandar
63594,Asansol Purulia MEMU,Asansol Junction,Purulia Junction
63598,Asansol Ranchi MEMU,Asansol Junction,Ranchi Junction
12384,Asansol Sealdah Super Fast Intercity Express,Asansol Junction,Sealdah
13512,Asansol Tatanagar Express,Asansol Junction,Tatanagar Junction
68055,Asansol Tatanagar MEMU,Asansol Junction,Tatanagar Junction
3561,Asansol Tundla Mahakumbh Special,Asansol Junction,Tundla Junction
13553,Asansol Varanasi MEMU Express,Asansol Junction,Varanasi Junction
1920,Asarva Agra Cantt Summer Special,Asarva Junction,Agra Cantonment
79403,Asarva Chittaurgarh DEMU,Asarva Junction,Chittaurgarh Junction
79401,Asarva Himmatnagar DEMU,Asarva Junction,Himmatnagar Junction
12982,Asarva Jaipur Super Fast Express,Asarva Junction,Jaipur Junction
1906,Asarva Kanpur Summer Special,Asarva Junction,Kanpur Central
19821,Asarva Kota Express,Asarva Junction,Kota Junction
20988,Asarva Udaipur City Intercity Super Fast Express,Asarva Junction,Udaipur City
4003,Ashok Nagar Delhi Safdarjung Special,Ashok Nagar,Delhi Sarai Rohilla
66554,Ashokapuram KSR Bengaluru MEMU,Ashokapuram,KSR Bengaluru City Junction
66580,Ashokapuram KSR Bengaluru MEMU,Ashokapuram,KSR Bengaluru City Junction
16552,Ashokapuram MGR Chennai Express,Ashokapuram,Puratchi Thalaivar Dr. MGR Central
12915,Ashram Express,Sabarmati Bg,Delhi Junction
74662,Atari Amritsar DEMU,Atari Shyam Singh,Amritsar Junction
74664,Atari Amritsar DEMU,Atari Shyam Singh,Amritsar Junction
12954,August Kranti Tejas Rajdhani Express,Hazrat Nizamuddin,Mumbai Central
12953,August Kranti Tejas Rajdhani Express,Mumbai Central,Hazrat Nizamuddin
75102,Aunrihar Chhapra DEMU,Aunrihar Junction,Chhapra Junction
17254,Aurangabad Guntur Express,Aurangabad,Guntur Junction
17619,Aurangabad Hazur Sahib Nanded Weekly Express,Aurangabad,Hazur Sahib Nanded
17621,Aurangabad Tirupati Weekly Express,Aurangabad,Tirupati
5163,Aurnihar Sarnath DEMU Special,Aunrihar Junction,Sarnath
15909,Avadh Assam Express,Dibrugarh,Lalgarh Junction
15910,Avadh Assam Express,Lalgarh Junction,Dibrugarh
19038,Avadh Express,Barauni Junction,Bandra Terminus
66006,Avadi Chennai Moore Market Complex MEMU,Kadapa,Arakkonam Junction
66000,Avadi Chennai Suburban Terminal MEMU,Avadi,Chennai Central Suburban
66002,Avadi Chennai Suburban Terminal MEMU,Avadi,Chennai Central Suburban
12962,Avantika Super Fast Express,Indore Junction,Mumbai Central
1976,AWR-MTJ Mela SPL,Alwar Junction,Mathura Junction
22425,Ayodhya Cantt Anand Vihar Terminal Vande Bharat Express,Ayodhya Cantonment,Anand Vihar Terminus
1702,Ayodhya Cantt Jabalpur Holi Special,Ayodhya Cantonment,Jabalpur Junction
22104,Ayodhya Cantt Mumbai LTT Super Fast Express,Ayodhya Cantonment,Lokmanya Tilak Terminus
65116,Ayodhya Dham Bhatni MEMU,Ayodhya Junction,Bhatni Junction
14206,Ayodhya Express,Delhi Junction,Ayodhya Cantonment
14205,Ayodhya Express,Ayodhya Cantonment,Delhi Junction
5051,Ayodhya Gonda Special,Ayodhya Junction,Gonda Junction
12130,Azad Hind Express,Howrah Junction,Pune Junction
13138,Azamgarh Kolkata Weekly Express,Azamgarh,Kolkata
65109,Azamgarh Varanasi City MEMU,Azamgarh,Varanasi City
12947,Azimabad Express,Ahmedabad Junction,Patna Junction
12948,Azimabad Express,Patna Junction,Ahmedabad Junction
53433,Azimganj Barharwa Passenger,Azimganj Junction,Barharwa Junction
53029,Azimganj Bhagalpur Passenger,Azimganj Junction,Bhagalpur Junction
63042,Azimganj Cossimbazar Memu,Azimganj Junction,Cossimbazar
63046,Azimganj Cossimbazar Memu,Azimganj Junction,Cossimbazar
63058,Azimganj Cossimbazar Memu,Azimganj Junction,Cossimbazar
13028,Azimganj Howrah Kaviguru Express,Azimganj Junction,Howrah Junction
53002,Azimganj Howrah Passenger,Azimganj Junction,Howrah Junction
63010,Azimganj Katwa Memu,Azimganj Junction,Katwa Junction
63020,Azimganj Katwa Memu,Azimganj Junction,Katwa Junction
63032,Azimganj Katwa Memu,Azimganj Junction,Katwa Junction
53006,Azimganj Katwa Passenger,Azimganj Junction,Katwa Junction
53012,Azimganj Katwa Passenger,Azimganj Junction,Katwa Junction
53014,Azimganj Katwa Passenger,Azimganj Junction,Katwa Junction
53016,Azimganj Katwa Passenger,Azimganj Junction,Katwa Junction
53018,Azimganj Katwa Passenger,Azimganj Junction,Katwa Junction
53436,Azimganj Katwa Passenger,Azimganj Junction,Katwa Junction
53092,Azimganj Krishnanagar City Passenger,Azimganj Junction,Krishnanagar City Junction
53027,Azimganj Malda Passenger,Azimganj Junction,Malda Town
63033,Azimganj Nalhati Memu,Azimganj Junction,Nalhati Junction
53051,Azimganj Nimtita Passenger,Azimganj Junction,Nimtita
63021,Azimganj Rampurhat Memu,Azimganj Junction,Rampur Hat Junction
63051,Azimganj Rampurhat MEMU,Azimganj Junction,Rampur Hat Junction
53031,Azimganj Rampurhat Passenger,Azimganj Junction,Rampur Hat Junction
53023,Azimganj Rampurhat Passenger,Azimganj Junction,Rampur Hat Junction
53025,Azimganj Rampurhat Passenger,Azimganj Junction,Rampur Hat Junction
53021,Azimganj Sahibganj Passenger,Azimganj Junction,Sahibganj
22459,Baba Baidyanath Dham Deoghar Humsafar Express,Madhupur Junction,Anand Vihar Terminus
22460,Baba Baidyanath Dham Deoghar Humsafar Express,Anand Vihar Terminus,Madhupur Junction
22465,Baba Baidyanath Dham Deoghar Super Fast Express,Madhupur Junction,Anand Vihar Terminus
22466,Baba Baidyanath Dham Deoghar Super Fast Express,Anand Vihar Terminus,Madhupur Junction
18051,Badampahar Rourkela Express,Badampahar,Rourkela Junction
18050,Badampahar Shalimar Weekly Express,Badampahar,Kolkata Shalimar
68130,Badampahar Tatanagar MEMU,Badampahar,Tatanagar Junction
68132,Badampahar Tatanagar MEMU,Badampahar,Tatanagar Junction
68134,Badampahar Tatanagar MEMU,Badampahar,Tatanagar Junction
55690,Badarpur Dullabcherra Passenger,Badarpur Junction,Dullabcherra
15887,Badarpur Guwahati Tourist Express,Badarpur Junction,Guwahati
74632,Badgam Banihal DEMU,Baramulla,Badgam
4688,Badgam Banihal Vistadome Special,Badgam,Banihal
74617,Badgam Baramula DEMU,Banihal,Badgam
74613,Badgam Baramula DEMU,Badgam,Baramulla
74621,Badgam Baramula DEMU,Badgam,Baramulla
61111,Badnera Amravati MEMU,Badnera Junction,Amravati Terminal
61113,Badnera Amravati MEMU,Badnera Junction,Amravati Terminal
61115,Badnera Amravati MEMU,Badnera Junction,Amravati Terminal
61102,Badnera Bhusaval MEMU,Badnera Junction,Bhusaval Junction
61103,Badnera Narkher MEMU,Badnera Junction,Narkher Junction
61105,Badnera Narkher MEMU,Badnera Junction,Narkher Junction
1211,Badnera Nashik Road MEMU Festival Special,Badnera Junction,Nasik Road
15202,Bagaha Patliputra Intercity MEMU Express,Bagaha,Patliputra Junction
5572,Bagaha Semra MEMU Special,Bagaha,Semra
17308,Bagalkot Mysore Basava Express,Bagalkot,Mysuru City Junction
13020,Bagh Express,Kathgodam,Howrah Junction
13019,Bagh Express,Howrah Junction,Kathgodam
18043,Bagha Jatin Express,Howrah Junction,Bhadrak
18044,Bagha Jatin Express,Bhadrak,Howrah Junction
12577,Bagmati Super Fast Express,Darbhanga Junction,Mysuru City Junction
12578,Bagmati Superfast Express,Mysuru City Junction,Darbhanga Junction
75112,Bahraich Gonda DEMU,Bahraich,Gonda Junction
75110,Bahraich Gonda DEMU,Bahraich,Gonda Junction
5132,Bahraich Gorakhpur Special Fare Special,Bahraich,Gorakhpur Junction
14214,Bahraich Varanasi Intercity Express,Bahraich,Varanasi Junction
63562,Baidyanathdham Asansol MEMU,Baidyanathdham Deoghar,Asansol Junction
63570,Baidyanathdham Asansol MEMU,Baidyanathdham Deoghar,Asansol Junction
18450,Baidyanathdham Express,Patna Junction,Puri
63154,Baidyanathdham Jasidih MEMU,Baidyanathdham Deoghar,Jasidih Junction
63156,Baidyanathdham Jasidih MEMU,Baidyanathdham Deoghar,Jasidih Junction
63158,Baidyanathdham Jasidih MEMU,Baidyanathdham Deoghar,Jasidih Junction
63160,Baidyanathdham Jasidih MEMU,Baidyanathdham Deoghar,Jasidih Junction
63162,Baidyanathdham jasidih MEMU,Baidyanathdham Deoghar,Jasidih Junction
63164,Baidyanathdham jasidih MEMU,Baidyanathdham Deoghar,Jasidih Junction
63166,Baidyanathdham jasidih MEMU,Baidyanathdham Deoghar,Jasidih Junction
63168,Baidyanathdham Jasidih MEMU,Baidyanathdham Deoghar,Jasidih Junction
52469,Baijnath Paprola Joginder Nagar Passenger,Baijnath Paprola,Joginder Nagar
52473,Baijnath Paprola Joginder Nagar Passenger,Baijnath Paprola,Joginder Nagar
52466,Baijnath Paprola Nurpur Road Passenger,Baijnath Paprola,Nurpur Road
52474,Baijnath Paprola Nurpur Road Passenger,Baijnath Paprola,Nurpur Road
52476,Baijnath Paprola Nurpur Road Passenger,Baijnath Paprola,Nurpur Road
52464,Baijnath Paprola Pathankot Passenger,Baijnath Paprola,Pathankot Junction
55668,Bairabi Silchar Passenger,Bairabi,Silchar
7374,Baiyappanahalli Belgaum Special,Sir Mokshagundam Visvesvaraya Terminal,Belagavi
6557,Baiyappanahalli Bhagat Ki Kothi Special,Sir Mokshagundam Visvesvaraya Terminal,Bhagat Ki Kothi
16529,Baiyappanahalli Karaikal Express,Sir Mokshagundam Visvesvaraya Terminal,Karaikal
66534,Baiyappanhalli Kuppam MEMU,Krishnarajapuram,Kuppam
66515,Baiyappanhalli Marikuppam MEMU,Krishnarajapuram,Marikuppam
63367,Bakhtiyarpur Gaya MEMU,Bakhtiyarpur Junction,Gaya Junction
3572,Bakhtiyarpur Mokama MEMU Special,Bakhtiyarpur Junction,Mokama Junction
63364,Bakhtiyarpur Rajgir MEMU,Bakhtiyarpur Junction,Rajgir
63366,Bakhtiyarpur Rajgir MEMU,Bakhtiyarpur Junction,Rajgir
68715,Balaghat NSC Bose Itwari MEMU,Balaghat Junction,Netaji Subhash Chandra Bose Itwari Junction
78814,Balaghat Tumsar Road DEMU,Balaghat Junction,Tumsar Road
54335,Balamau Kanpur Passenger,Balamau Junction,Kanpur Central
54332,Balamau Lucknow Passenger,Balamau Junction,Lucknow Charbagh NR
54329,Balamau Shahjahanpur Passenger,Balamau Junction,Shahjahanpur
54321,Balamau Sitapur Junction Passenger,Balamau Junction,Sitapur
58305,Balangir Sonepur Passenger,Balangir Junction,Sonepur
58307,Balangir Sonepur Passenger,Balangir Junction,Sonepur
68051,Balasore Bhadrak Memu,Balasore,Bhadrak
68181,Baleshwar Baripada MEMU,Balasore,Baripada
68407,Baleshwar Bhubaneswar MEMU,Balasore,Bhubaneswar
68185,Baleshwar Gopinathpur Nilgiri MEMU,Balasore,Gopinathpur Nilgiri
68187,Baleshwar Gopinathpur Nilgiri MEMU,Balasore,Gopinathpur Nilgiri
68189,Baleshwar Gopinathpur Nilgiri MEMU,Balasore,Gopinathpur Nilgiri
68022,Baleshwar Kharagpur MEMU,Balasore,Kharagpur Junction
67202,Balharshah Bhadrachalam Road,Vijayawada Junction,Rajahmundry
8881,Balharshah Chanda Fort MEMU Special,Balharshah Junction,Chanda Fort
68801,Balharshah Gondia Memu,Balharshah Junction,Gondia Junction
68803,Balharshah Gondia MEMU,Balharshah Junction,Gondia Junction
68815,Balharshah Gondia MEMU,Balharshah Junction,Gondia Junction
17036,Balharshah Kazipet Junction Express,Balharshah Junction,Kazipet Junction
1128,Balharshah Mumbai LTT Special,Balharshah Junction,Lokmanya Tilak Terminus
22110,Balharshah Mumbai LTT Super Fast Express,Balharshah Junction,Lokmanya Tilak Terminus
61128,Balharshah Wardha MEMU,Balharshah Junction,Wardha Junction
64071,Ballabhgarh Shakurbasti Emu,Ballabgarh,Shakur Basti
7395,Ballari Davangere DEMU Special,Ballari Junction,Davangere
7398,Ballari Hosapete DEMU Special,Ballari Junction,Hosapete Junction
4055,Ballia Anand Vihar Terminal Clone Special,Ballia,Anand Vihar Terminus
1026,Ballia Dadar Special,Ballia,Dadar Central
22581,Ballia New Delhi Superfast Express,Ballia,New Delhi
5298,Ballia Patliputra MEMU Special,Ballia,Patliputra Junction
55131,Ballia Prayagraj Rambag Passenger,Ballia,Prayagraj Rambag
13106,Ballia Sealdah Express,Ballia,Sealdah
55133,Ballia Shahganj Passenger,Ballia,Shahganj Junction
55135,Ballia Shahganj Passenger,Ballia,Shahganj Junction
55137,Ballia Shahganj Passenger,Bhatni Junction,Varanasi City
55139,Ballia Shahganj Passenger,Chhapra Junction,Varanasi City
22200,Balrampur Gwalior Sushasan Express,Balrampur,Gwalior Junction
13064,Balurghat Howrah Express,Balurghat,Howrah Junction
13162,Balurghat Kolkata Tebhaga Express,Balurghat,Kolkata
55422,Balurghat Malda Passenger,Balurghat,Malda Town
13432,Balurghat Nabadwip Dham Express,Balurghat,Nabadwip Dham
13190,Balurghat Sealdah Express,Balurghat,Sealdah
3182,Balurghat Sealdah Inaugural Special,Balurghat,Sealdah
15463,Balurghat Siliguri Intercity Express,Balurghat,Siliguri Junction
55466,Bamanhat Alipurduar Passenger,Bamanhat,Alipurduar Junction
